ID,name,store_uscore,full_price,developers,publishers,categories,genres,tags,meta_score,meta_uscore,igdb_score,igdb_uscore
5392,Blue Snake Adventures,71,99,Bacq Stellan,,"Single-player,Steam Achievements,Steam Leaderboards","Action,Casual,Indie","Action,Casual,Indie,2D,Retro,Arcade,Atmospheric,Minimalist,Singleplayer,Competitive,Difficult",,,,
5393,L.A. Noire: The VR Case Files,56,2999,Rockstar Games,Rockstar Games,Single-player,"Action,Adventure","Adventure,Action,Violent,VR,Detective,Noir",82,65,,
5394,Feeding The Monster,68,199,For Kids,For Kids,"Single-player,Steam Achievements,Steam Leaderboards","Casual,Indie","Casual,Indie",,,,60
5395,Captain vs Sky Pirates,50,299,Boogygames Studios,Boogygames Studios,Single-player,"Action,Adventure,Indie,Strategy",,,,,
5396,Light of Mine,80,,nonPareil Studios,nonPareil Institute,Single-player,"Action,Adventure,Indie,RPG,Simulation","Adventure,Action,Indie,RPG,Simulation,VR",,,,
5397,Funball Games VR,86,199,"Daniel RychlÃ½,Milan Matonok",Fungamesvr,"Single-player,Steam Achievements,Stats,Steam Leaderboards","Action,Casual,Indie,Sports","Sports,Action,Casual,Indie,VR,VR Only",,,,
5398,Blindsight,,499,Goddard Games,Goddard Games,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie",,,,,
5399,Record Store Nightmare,50,199,"Hot Seat, Ltd","Hot Seat, Ltd","Single-player,Full controller support","Action,Indie",,,,,
5400,Fallen Kingdom,33,99,EGOD,EGOD,Single-player,"Adventure,Indie,RPG","RPG,Adventure,Indie",,,,
5401,Banana Town,60,499,Joseph MacDonald,Joseph MacDonald,"Multi-player,PvP,Online PvP","Casual,Simulation,Early Access","Early Access,Simulation,Casual,Psychological Horror",,,,
5402,NaziShoot,22,599,EcoShooter,EcoShooter,Single-player,"Violent,Action,Casual","Casual,Action,Violent",,,,
5403,Dreadnought Sol,67,399,The Sherrinford,The Sherrinford,"Single-player,Steam Achievements,Partial Controller Support","Action,Adventure,Casual,Indie,RPG","Indie,Action,Casual,Adventure,RPG,Space,Relaxing,Replay Value,Rogue-like,Procedural Generation,Visual Novel",,,,
5404,Audio Factory,81,,Google,Google,Single-player,"Adventure,Casual","Casual,Adventure,VR",,,,
5405,The Last Monster Master,83,599,Choice of Games,Choice of Games,"Single-player,Steam Achievements,Captions available,Steam Cloud","Adventure,Indie,RPG","RPG,Adventure,Indie,Text-Based,Choose Your Own Adventure",,,,
5406,Chinese Chess/ Elephant Game: è±¡æ£‹/ ä¸­å›½è±¡æ£‹/ ä¸­åœ‹è±¡æ£‹,80,999,Wang Wenxi,Wang Wenxi,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Remote Play Together","Indie,Simulation,Strategy,Early Access","Early Access,Simulation,Strategy,Indie,Chess",,,,
5407,BLOK DROP NEO,77,299,RCMADIAX,RCMADIAX,"Single-player,Steam Achievements","Casual,Indie","Indie,Casual",,,,
5408,Cogmind,96,1999,Grid Sage Games,Grid Sage Games,"Single-player,Steam Achievements,Steam Cloud,Stats","Adventure,Indie,RPG,Strategy,Early Access","Early Access,Rogue-like,Indie,Strategy,RPG,Adventure,Sci-fi,Procedural Generation,Replay Value,Tactical,Robots,Turn-Based,Perma Death,Retro,Turn-Based Tactics,Story Rich,Pixel Graphics",,,,80
5409,The Killbox: Arena Combat,52,,Ugamehome,Ugamehome,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases","Violent,Gore","Gore,Violent,FPS,Shooter",,,,
5410,Captain Firebeard and the Bay of Crows,68,999,Sapphire Dragon Productions,Sapphire Dragon Productions,"Single-player,Steam Achievements","Adventure,Casual","Casual,Adventure,Visual Novel,Anime,Puzzle,Story Rich,Funny,Pirates,Great Soundtrack,Colorful,Mystery,Sailing,Swordplay,Naval",,,,
5411,Casual Spider Solitaire,50,299,Fair Games,Fair Games,Single-player,"Casual,Indie","Casual,Indie",,,,
5412,The Mind of Marlo,91,,Point Bleep Studios,Baffled Crab,"Single-player,Steam Achievements","Adventure,Indie","Indie,Adventure,Comedy,Point & Click,Documentary,Nudity,Story Rich,Short,Pixel Graphics",,,,70
5413,LightTrack,89,99,APGal,APGal,"Single-player,Steam Achievements",Casual,"Casual,Puzzle,Indie",,,,
5414,Dungeons of Hell,91,299,GoldenGod Games,GoldenGod Games,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards","Casual,Indie,RPG,Strategy","Strategy,Casual,Indie,RPG,Survival,Rogue-like",,,,
5415,Scrolls of the Lord,86,299,Arbatskii Anatolii,Arbatskii Anatolii,Single-player,"Action,Adventure,Indie,RPG","Adventure,Indie,Action,RPG",,,,
5416,Meltys Quest,98,1999,Remtairy,"Remtairy,Kagura Games","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",RPG,"Sexual Content,Nudity,Mature,RPG,Anime,RPGMaker,Female Protagonist,JRPG,Indie,Multiple Endings,Funny,Memes",,,,80
5417,Orbital Racer,90,1499,PaweÅ‚ Dywelski,Movie Games S.A.,"Single-player,Partial Controller Support","Indie,Racing,Simulation","Racing,Simulation,Indie,Space",,,55,
5418,Scrap Galaxy,79,799,Catalope Games,Catalope Games,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Stats,Remote Play Together","Action,Indie","Indie,Action,4 Player Local,2D,Local Multiplayer,Local Co-Op,Sci-fi,Building,Space,Shoot 'Em Up,Arcade,Bullet Hell,Top-Down Shooter,Shooter,Simulation,Singleplayer,Fast-Paced,Top-Down,Casual,Colorful",,,,
5419,Sniper Hunter Adventure 3D,50,199,Myarcadegames Studios,Myarcadegames Studios,Single-player,"Violent,Action,Adventure,Casual,Simulation,Strategy","Violent,Strategy,Adventure,Simulation,Action,Casual",,,,
5420,Mind Sweeper VR,,199,Chad R. Banks,Chad R. Banks,"Single-player,Steam Achievements,Full controller support","Casual,Strategy",,,,,
5421,Rumu,91,999,Robot House,Hammerfall Publishing,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Adventure,Casual,Indie","Indie,Adventure,Casual,Story Rich,Artificial Intelligence,Mystery,Female Protagonist,Walking Simulator,Illuminati,Puzzle",79,64,78,80
5422,Wraith,70,999,Sinn Studio Inc.,Sinn Studio Inc.,Single-player,"Violent,Gore,Action","Violent,Gore,Action,VR,Horror,Survival Horror,Indie,Shooter",,,,
5423,åˆ›ä¸–-ä¿®çœŸå½•,80,,å·«å¸ˆå·¥ä½œå®¤,GY Games,Single-player,"Action,Adventure,Free to Play,RPG,Simulation,Early Access","Early Access,Free to Play,Adventure,RPG,Simulation,Action,VR",,,,
5424,The Cave VR,50,1199,CGPills,CGPills,Single-player,"Action,Adventure,Simulation","Adventure,Action,Simulation,Casual,Experience,VR",,76,70,71
5425,é­”å…‰,25,799,Magic Light Team,Magic Light & LittleV,Single-player,"Gore,Action,Adventure,Indie","Indie,Gore,Adventure,Action,VR",,,,
5426,Dream Golf VR,81,,Isaac Stearns,Isaac Stearns,"Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Casual,Free to Play,Indie,Sports","Free to Play,Sports,Casual,Indie,VR",,,,
5427,The Princess is in Another Castle,,,Mihai Morosanu,Mihai Morosanu,"Single-player,Steam Achievements","Action,Casual,Indie",,,,,
5428,Steamburg,46,999,Telehorse,Microids Indie,"Single-player,Steam Achievements,Full controller support","Adventure,Indie","Adventure,Indie,Puzzle,Isometric,Point & Click,Steampunk",,,,30
5429,Modern Combat Versus,61,,Gameloft,Gameloft,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases","Action,Adventure,Free to Play","Free to Play,FPS,Multiplayer,Action,Shooter,Adventure,Massively Multiplayer,Singleplayer,First-Person,Co-op,Controller,PvP,Parkour,Futuristic,Horror,Open World",,,,90
5430,The Pirate: Plague of the Dead,75,,Home Net Games,Home Net Games,"Single-player,In-App Purchases,Steam Cloud","Action,Adventure,Free to Play,Indie,Simulation,Strategy","Free to Play,Action,Pirates,Multiplayer,Simulation,Strategy,Adventure,Indie",,,,
5431,BANANO BROS.,95,99,Project Purity Team,Project Purity Team,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play Together","Casual,Indie","Indie,Casual",,,,
5432,Cyborg Invasion Shooter,53,199,"Tero Lunkka,Valkeala Software,BlackThug",Tero Lunkka,"Single-player,Partial Controller Support","Action,Adventure,Indie","Adventure,Action,Indie",,,,70
5433,Don't Make Love,87,499,Maggese,Maggese,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie,Simulation","Indie,Simulation,Casual,Choices Matter,Romance,Multiple Endings,Sexual Content,Visual Novel,Female Protagonist,Interactive Fiction,Short,Text-Based,2D,Adventure,Dating Sim,Singleplayer,Replay Value,Atmospheric,RPG,Story Rich",,,60,70
5434,Dark Canvas: Blood and Stone Collector's Edition,,999,Vast Studios,Big Fish Games,Single-player,"Adventure,Casual",,,,,
5435,Dangerous Games: Illusionist Collector's Edition,,999,Blam! Games,Big Fish Games,Single-player,"Adventure,Casual",,,,,
5436,Dark Romance: Vampire in Love Collector's Edition,90,999,Domini Games,Big Fish Games,"Single-player,Steam Achievements","Adventure,Casual","Casual,Adventure,Hidden Object",,,,
5437,Hidden Expedition: The Fountain of Youth Collector's Edition,67,999,Eipix Entertainment,Big Fish Games,Single-player,"Adventure,Casual",,,,,
5438,Haunted Manor: Queen of Death Collector's Edition,50,999,Top Evidence Studio,Big Fish Games,Single-player,"Adventure,Casual",,,,,
5439,Twilight Phenomena: Strange Menagerie Collector's Edition,,999,ERS G Studios,Big Fish Games,Single-player,"Adventure,Casual",,,,,
5440,House of Velez part 1,83,399,Dark Room Games,Dark Room Games,"Single-player,Full controller support",Indie,"Gore,Violent,Indie,Survival Horror",,,,
5441,Buffy Stole Your Sandwich,67,99,Xivek's Toybox,Xivek's Toybox,Single-player,Indie,Indie,,,,
5442,Radar Warfare,67,99,DreamRoad Productions,DreamRoad Productions,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","Action,Casual,Indie","Action,Casual,Indie,Shoot 'Em Up,Bullet Hell,Singleplayer,2D,Difficult,Sci-fi",,,,
5443,Solar Lander,,499,TChapman500,TChapman500,"Single-player,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards","Casual,Indie,Simulation,Early Access",,,,,
5444,Morgan lives in a Rocket House in VR,97,,Fold Up Studios,Fold Up Studios,Single-player,"Casual,Free to Play,Indie","Free to Play,Indie,Casual,VR",,,,
5445,Kawanakajima no Kassen / å·ä¸­å³¶ã®åˆæˆ¦,75,1299,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","Single-player,Steam Cloud",Simulation,Simulation,,,,
5446,Scavenger,80,,Hail Mary Games,Peter Skogvold,Single-player,"Casual,Indie,Strategy","Casual,Indie,Strategy",,,,
5447,King of the Couch: Zoovival,74,,Loophole Interactive,Loophole Interactive,"Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Remote Play Together","Action,Casual,Indie","Indie,Action,Casual,Fighting,4 Player Local,Local Multiplayer,Multiplayer,Local Co-Op,Funny,2D Fighter,PvP,Cartoony,Great Soundtrack,Shooter,Controller",,,,50
5448,Magilore,43,,Cole Kitroser,Cole Fusion Studios,Single-player,RPG,"RPG,RPGMaker",,,,
5449,Domino,22,499,bakno Games,bakno Games,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Remote Play Together","Casual,Indie,Simulation,Strategy","Casual,Indie,Simulation,Strategy",,,,
5450,Another Rocket Game,88,99,Games By Nemiz,Games By Nemiz,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together","Action,Indie","Indie,Action",,,,
5451,AuroraBound Deluxe,93,499,Final Game Studio,Final Game Studio,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie,Simulation","Indie,Casual,Simulation,Puzzle",,,75,
5452,Lines X,82,99,Konstructors,Konstructors,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie,Strategy","Casual,Indie,Strategy,Puzzle,Abstract,Stylized,Minimalist,Relaxing,Singleplayer,Atmospheric",,,,
5453,Robot's Mystery,50,399,"Tomer Caner,Nitay Parnes",Indie,Single-player,"Adventure,Indie",,,,,
5454,Glorious Noon,79,,Jehan Kobe Chang,Jehan Kobe Chang,"Single-player,Steam Workshop","Action,Free to Play,Indie","Free to Play,Action,Indie,VR,Exploration,Colorful,Adventure,Atmospheric",,,,
5455,Hallowed Encounter,67,399,Alpha Pack Studios,"Handle Consolidated, LLC.","Single-player,Partial Controller Support","Action,Adventure,Indie","Adventure,Action,Indie",,,,
5456,Beach Cry of VR,64,400,BeiJing Da Xing Media Limited Company,BeiJing Da Xing Media Limited Company,Single-player,"Nudity,Violent,Adventure,Casual,Indie,Simulation","Adventure,Violent,Nudity,Casual,Indie,Simulation,VR",,,,
5457,Hope is in 23,50,1199,True Legacy Games,True Legacy Games,"Single-player,Partial Controller Support","Action,Indie,Early Access","Early Access,Indie,Action,Violent,Horror,First-Person,Shooter",,,,
5458,ç¥žèˆžå¹»æƒ³ Faith of Danschant,62,2999,åŒ—äº¬ä¹é³³ä¿¡æ¯ç§‘æŠ€æœ‰é™å…¬å¸,åŒ—äº¬ç½‘å…ƒåœ£å”å¨±ä¹ç§‘æŠ€æœ‰é™å…¬å¸,"Single-player,Steam Trading Cards,Partial Controller Support,Steam Cloud",RPG,"RPG,Turn-Based",,,,
5459,Winter Warland,81,199,Bitten Toast Games Inc.,Bitten Toast Games Inc.,"Multi-player,PvP,Online PvP,Partial Controller Support","Action,Indie","Action,Indie",,,,70
5460,SoM Soul Of Mask,86,99,Alain Perrin,Alain Perrin,"Single-player,Partial Controller Support",Indie,Indie,,,,
5461,Ebony Spire: Heresy,79,699,Bearded Giant Games,Bearded Giant Games,Single-player,"Indie,RPG","RPG,Indie,First-Person,Dungeon Crawler,Rogue-like,Procedural Generation,Replay Value,Turn-Based Combat,Rogue-lite",,,,70
5462,Thug Life,50,899,U24 Solutions,U24 Solutions,Single-player,"Violent,Action,Adventure,Indie",,,,,
5463,Fearful Symmetry & The Cursed Prince,89,999,Gamera Interactive,SOEDESCO Publishing,"Single-player,Steam Achievements,Full controller support,Remote Play on TV","Casual,Indie","Casual,Indie,Puzzle,Singleplayer,Family Friendly,2D,Adventure,Cute,Difficult,Pixel Graphics,Female Protagonist,Colorful,Fantasy,Isometric,Top-Down,Controller,Linear,Horror",,,,90
5464,Medieval Mayhem,,999,Liquid Light Games,Liquid Light Games,"Multi-player,PvP,Online PvP,Includes level editor","Casual,Indie,Strategy,Early Access",,,,,
5465,Home Run Solitaire,91,499,The Revills Games,The Revills Games,"Single-player,Steam Achievements","Casual,Indie","Indie,Casual,Card Game",,,,
5466,Psi Project,53,199,Vyacheslav Shilikhin,Droid Riot,"Single-player,Steam Trading Cards","Action,Adventure,Indie,Simulation","Adventure,Action,Indie,Simulation",,,,
5467,Dance Studio VR,50,2999,"Air Viki, LLC","Air Viki, LLC",Single-player,"Casual,Indie,Simulation,Sports","Indie,Simulation,Casual,Sports",,,,
5468,Lines X Free,91,,Konstructors Entertainment,Konstructors Entertainment,"Single-player,Steam Achievements,Steam Cloud","Casual,Free to Play,Indie,Strategy","Indie,Casual,Strategy,Puzzle,Minimalist,Singleplayer,Relaxing,Atmospheric,Free to Play,Abstract,Stylized",,,,
5469,Maddening Euphoria,88,99,Chequered Ink Ltd.,Chequered Ink Ltd.,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards","Action,Indie","Action,Indie",,,,
5470,Forest Escape,40,,"38,9_Degrees","38,9_Degrees","Single-player,Steam Achievements","Action,Casual","Casual,Action",,,,50
5471,Gaia's Melody: Echoed Melodies,97,1099,Echo607,Echo607,"Single-player,Full controller support","Adventure,Indie,RPG","RPG,Adventure,Indie,RPGMaker,Female Protagonist",,,,70
5472,Merper VR,90,,Federico Schliemann,Federico Schliemann,Single-player,"Casual,Free to Play,Indie,Simulation","Free to Play,Casual,Indie,Simulation,VR,Animation & Modeling,VR Only",,,,
5473,Morps,67,499,Random developers,Random developers,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Steam Achievements,Stats,Remote Play Together",Strategy,Strategy,,,,
5474,VS Round 1,86,1999,Radi Lewis,OpenWorldComics,"Single-player,Multi-player,Shared/Split Screen,Partial Controller Support,Remote Play Together","Action,Indie,Early Access","Early Access,Indie,Action",,,,
5475,DUEL,80,199,DUEL,DUEL,"Single-player,Multi-player,PvP,Online PvP,Partial Controller Support",Indie,"Indie,Mechs,Third-Person Shooter,FPS",,,,
5476,Thundering Skies,83,99,Flat Voxel,Flat Voxel,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Indie","Indie,Action,Shoot 'Em Up,Retro,Arcade",,,,
5477,Golf 2D,51,199,RewindApp,RewindApp,Single-player,"Casual,Indie","Indie,Casual,2D",,,,
5478,If Only...,75,,RMIT VX Lab,RMIT VX Lab,Single-player,Simulation,"Simulation,VR",39,57,,
5479,Zombie Nightmare,50,499,MOERS INC,MOERS INC,"Single-player,Partial Controller Support","Gore,Action","Action,Gore",,,,
5480,Ballistic Mini Golf,53,499,Microlith Games,Microlith Games,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together","Casual,Indie,Simulation,Sports,Early Access","Early Access,Indie,Casual,Sports,Simulation,Mini Golf,Golf,Controller,Local Multiplayer,Puzzle,Futuristic,Multiplayer,Sci-fi,Difficult,Singleplayer,Great Soundtrack,Family Friendly,Competitive,Physics,Funny",,,,50
5481,COMBAT INSTINCT,81,1499,Prism Interactive Entertainment Inc.,Prism Interactive Entertainment Inc.,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie,RPG,Sports","Adventure,Action,Indie,RPG,Sports,VR",,,,
5482,Path Out,96,,Causa Creations,Causa Creations,"Single-player,Partial Controller Support","Adventure,Free to Play","Free to Play,Pixel Graphics,Adventure,RPGMaker",,,70,
5483,Mission Ammunition,73,599,Quantized Bit,Quantized Bit,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Indie","Action,Indie,Platformer,Side Scroller,Pixel Graphics,2D,Shoot 'Em Up,Shooter",,,,
5484,MinSweeper,50,299,LinQ,LinQ,"Single-player,Steam Achievements,Steam Leaderboards","Casual,Indie,Simulation,Strategy","Simulation,Strategy,Casual,Indie,Puzzle,Minimalist,Singleplayer,Cute,Relaxing,Arcade,Atmospheric,Dark",,,,
5485,CAR THIEF SIMULATOR 2017,10,999,Emil Varez,Emil Varez,Single-player,"Action,Adventure,Simulation","Simulation,Adventure,Action",,,,
5486,Hidden Object - Sweet Home,26,199,Fabio Cunha,Fabio Cunha,"Single-player,Steam Achievements","Adventure,Casual,Indie,Simulation","Casual,Indie,Simulation,Adventure,Hidden Object",,,,40
5487,Queen's Garden: Halloween,,699,Seven Sails Games,Seven Sails Games,"Single-player,Steam Cloud","Casual,Indie",,,,,
5488,Beyond the Wall,77,199,For Kids,For Kids,"Single-player,Steam Achievements,Steam Leaderboards","Adventure,Casual,Indie,RPG","Adventure,Indie,Casual,RPG",,,,
5489,The Under,52,199,"Iconic Games,Adham Jaber",Iconic Games,"Single-player,Full controller support",Indie,"Indie,Platformer",,,,
5490,Hostil,84,299,Eteru Studio,Eteru Studio,Single-player,"Adventure,Casual,Indie","Adventure,Casual,Indie,Hand-drawn,Atmospheric,Point & Click,Text-Based,Short,Story Rich,Interactive Fiction,Sci-fi,2D,Mouse only,Singleplayer,Puzzle,Futuristic,Touch-Friendly,Linear,Hidden Object,Choose Your Own Adventure",,,,50
